Date,Close
2013-09-06,8.002
2013-09-09,8.022
2013-09-10,7.861
2013-09-11,7.85
2013-09-12,7.8555
2013-09-13,7.8695
2013-09-16,7.892
2013-09-17,7.8655
2013-09-18,7.8915
2013-09-19,7.842
2013-09-20,8.0065
2013-09-23,7.971
2013-09-24,8.02
2013-09-25,8.133
2013-09-26,8.0625
2013-09-27,8.103
2013-09-30,8.114
2013-10-01,8.131
2013-10-02,8.132
2013-10-03,8.109
2013-10-04,8.1145
2013-10-07,8.127
2013-10-08,8.082
2013-10-09,8.11
2013-10-10,8.19
2013-10-11,8.1285
2013-10-14,8.1325
2013-10-15,8.118
2013-10-16,8.1365
2013-10-17,8.115
2013-10-18,8.0985
2013-10-21,8.092
2013-10-22,8.1335
2013-10-23,8.136
2013-10-24,8.121
2013-10-25,8.137
2013-10-28,8.13
2013-10-29,8.1195
2013-10-30,8.08
2013-10-31,8.104
2013-11-01,8.046
2013-11-04,8.0165
2013-11-05,8.052
2013-11-06,8.0505
2013-11-07,8.016
2013-11-08,8.1755
2013-11-11,8.2065
2013-11-12,8.2995
2013-11-13,8.338
2013-11-14,8.331
2013-11-15,8.2535
2013-11-18,8.2685
2013-11-19,8.2285
2013-11-20,8.228
2013-11-21,8.2065
2013-11-22,8.2065
2013-11-25,8.2755
2013-11-26,8.2685
2013-11-27,8.253
2013-11-28,8.276
2013-11-29,8.32
2013-12-02,8.3095
2013-12-03,8.29
2013-12-04,8.3105
2013-12-05,8.4035
2013-12-06,8.434
2013-12-09,8.4285
2013-12-10,8.4015
2013-12-11,8.4215
2013-12-12,8.4765
2013-12-13,8.49
2013-12-16,8.4345
2013-12-17,8.46
2013-12-18,8.3795
2013-12-19,8.383
2013-12-20,8.416
2013-12-23,8.3975
2013-12-27,8.4475
2013-12-30,8.4255
2013-12-31,8.3825
2014-01-02,8.4025
2014-01-03,8.3585
2014-01-06,8.39
2014-01-07,8.385
2014-01-08,8.411
2014-01-09,8.4075
2014-01-10,8.4025
2014-01-13,8.362
2014-01-14,8.334
2014-01-15,8.3185
2014-01-16,8.389
2014-01-17,8.3795
2014-01-20,8.3775
2014-01-21,8.372
2014-01-22,8.3655
2014-01-23,8.3325
2014-01-24,8.3915
2014-01-27,8.438
2014-01-28,8.405
2014-01-29,8.438
2014-01-30,8.468
2014-01-31,8.511
2014-02-03,8.4525
2014-02-04,8.52
2014-02-05,8.458
2014-02-06,8.4
2014-02-07,8.412
2014-02-10,8.358
2014-02-11,8.368
2014-02-12,8.332
2014-02-13,8.3365
2014-02-14,8.355
2014-02-17,8.32
2014-02-18,8.343
2014-02-19,8.3185
2014-02-20,8.3625
2014-02-21,8.367
2014-02-24,8.278
2014-02-25,8.288
2014-02-26,8.307
2014-02-27,8.2735
2014-02-28,8.275
2014-03-03,8.3175
2014-03-04,8.2485
2014-03-05,8.2305
2014-03-06,8.2265
2014-03-07,8.278
2014-03-10,8.282
2014-03-11,8.2385
2014-03-12,8.287
2014-03-13,8.2575
2014-03-14,8.3075
2014-03-17,8.28
2014-03-18,8.305
2014-03-19,8.3175
2014-03-20,8.3705
2014-03-21,8.3695
2014-03-24,8.3495
2014-03-25,8.34
2014-03-26,8.332
2014-03-27,8.2655
2014-03-28,8.2455
2014-03-31,8.255
2014-04-01,8.227
2014-04-02,8.215
2014-04-03,8.23
2014-04-04,8.2125
2014-04-07,8.2405
2014-04-08,8.236
2014-04-09,8.2195
2014-04-10,8.216
2014-04-11,8.2605
2014-04-14,8.24
2014-04-15,8.2295
2014-04-16,8.23
2014-04-22,8.2615
2014-04-23,8.2715
2014-04-24,8.2785
2014-04-25,8.2845
2014-04-28,8.3145
2014-04-29,8.281
2014-04-30,8.272
2014-05-02,8.2355
2014-05-05,8.2605
2014-05-06,8.242
2014-05-07,8.2235
2014-05-08,8.178
2014-05-09,8.137
2014-05-12,8.1395
2014-05-13,8.13
2014-05-14,8.1165
2014-05-15,8.105
2014-05-16,8.1505
2014-05-19,8.1355
2014-05-20,8.136
2014-05-21,8.139
2014-05-22,8.12
2014-05-23,8.1305
2014-05-26,8.1245
2014-05-27,8.1185
2014-05-28,8.102
2014-05-30,8.1425
2014-06-02,8.1605
2014-06-03,8.1815
2014-06-04,8.1655
2014-06-05,8.136
2014-06-06,8.1495
2014-06-10,8.089
2014-06-11,8.1085
2014-06-12,8.1085
2014-06-13,8.1255
2014-06-16,8.119
2014-06-17,8.13
2014-06-18,8.1695
2014-06-19,8.314
2014-06-20,8.342
2014-06-23,8.324
2014-06-24,8.3035
2014-06-25,8.3585
2014-06-26,8.3565
2014-06-27,8.368
2014-06-30,8.4035
2014-07-01,8.438
2014-07-02,8.425
2014-07-03,8.481
2014-07-04,8.4115
2014-07-07,8.402
2014-07-08,8.3965
2014-07-09,8.4035
2014-07-10,8.377
2014-07-11,8.377
2014-07-14,8.41
2014-07-15,8.4305
2014-07-16,8.385
2014-07-17,8.3825
2014-07-18,8.3575
2014-07-21,8.3975
2014-07-22,8.344
2014-07-23,8.3235
2014-07-24,8.361
2014-07-25,8.3395
2014-07-28,8.3365
2014-07-29,8.362
2014-07-30,8.377
2014-07-31,8.405
2014-08-01,8.439
2014-08-04,8.4285
2014-08-05,8.3865
2014-08-06,8.4105
2014-08-07,8.37
2014-08-08,8.36
2014-08-11,8.279
2014-08-12,8.2425
2014-08-13,8.2375
2014-08-14,8.226
2014-08-15,8.2205
2014-08-18,8.2315
2014-08-19,8.1975
2014-08-20,8.2035
2014-08-21,8.163
2014-08-22,8.1495
2014-08-25,8.1515
2014-08-26,8.146
2014-08-27,8.1555
2014-08-28,8.1525
2014-08-29,8.1465
2014-09-01,8.133
2014-09-02,8.122
2014-09-03,8.1605
2014-09-04,8.1175
2014-09-05,8.137
2014-09-08,8.154
2014-09-09,8.1715
2014-09-10,8.2005
2014-09-11,8.2035
2014-09-12,8.2405
2014-09-15,8.275
2014-09-16,8.279
2014-09-17,8.304
2014-09-18,8.1895
2014-09-19,8.154
2014-09-22,8.1475
2014-09-23,8.1595
2014-09-24,8.179
2014-09-25,8.145
2014-09-26,8.1675
2014-09-29,8.196
2014-09-30,8.119
2014-10-01,8.142
2014-10-02,8.1475
2014-10-03,8.1785
2014-10-06,8.1575
2014-10-07,8.165
2014-10-08,8.1945
2014-10-09,8.191
2014-10-10,8.258
2014-10-13,8.2295
2014-10-14,8.29
2014-10-15,8.38
2014-10-16,8.4565
2014-10-17,8.3815
2014-10-20,8.39
2014-10-21,8.367
2014-10-22,8.3815
2014-10-23,8.309
2014-10-24,8.34
2014-10-27,8.395
2014-10-28,8.4415
2014-10-29,8.4675
2014-10-30,8.4605
2014-10-31,8.49
2014-11-03,8.464
2014-11-04,8.5775
2014-11-05,8.574
2014-11-06,8.5165
2014-11-07,8.4965
2014-11-10,8.4235
2014-11-11,8.4865
2014-11-12,8.4415
2014-11-13,8.4565
2014-11-14,8.453
2014-11-17,8.444
2014-11-18,8.429
2014-11-19,8.493
2014-11-20,8.492
2014-11-21,8.402
2014-11-24,8.407
2014-11-25,8.463
2014-11-26,8.51
2014-11-27,8.597
2014-11-28,8.6975
2014-12-01,8.6745
2014-12-02,8.697
2014-12-03,8.656
2014-12-04,8.721
2014-12-05,8.8105
2014-12-08,8.7975
2014-12-09,8.8105
2014-12-10,8.8765
2014-12-11,9.006
2014-12-12,9.119
2014-12-15,9.1765
2014-12-16,9.542
2014-12-17,9.2505
2014-12-18,9.0645
2014-12-19,9.0145
2014-12-22,9.0565
2014-12-23,9.029
2014-12-29,9.0475
2014-12-30,9.042
2014-12-31,9.0365
2015-01-02,9.042
2015-01-05,9.1075
2015-01-06,9.1795
2015-01-07,9.15
2015-01-08,9.028
2015-01-09,9.0605
2015-01-12,9.1275
2015-01-13,9.115
2015-01-14,9.056
2015-01-15,8.914
2015-01-16,8.7985
2015-01-19,8.8325
2015-01-20,8.8015
2015-01-21,8.825
2015-01-22,8.831
2015-01-23,8.7055
2015-01-26,8.7345
2015-01-27,8.813
2015-01-28,8.795
2015-01-29,8.823
2015-01-30,8.8335
2015-02-02,8.7225
2015-02-03,8.637
2015-02-04,8.6305
2015-02-05,8.637
2015-02-06,8.5715
2015-02-09,8.6145
2015-02-10,8.5665
2015-02-11,8.602
2015-02-12,8.7425
2015-02-13,8.6535
2015-02-16,8.6035
2015-02-17,8.5725
2015-02-18,8.548
2015-02-19,8.645
2015-02-20,8.593
2015-02-23,8.6405
2015-02-24,8.625
2015-02-25,8.6325
2015-02-26,8.564
2015-02-27,8.574
2015-03-02,8.6085
2015-03-03,8.6095
2015-03-04,8.6145
2015-03-05,8.546
2015-03-06,8.542
2015-03-09,8.5785
2015-03-10,8.6395
2015-03-11,8.657
2015-03-12,8.591
2015-03-13,8.6255
2015-03-16,8.686
2015-03-17,8.7915
2015-03-18,8.9
2015-03-19,8.6355
2015-03-20,8.7125
2015-03-23,8.6275
2015-03-24,8.5935
2015-03-25,8.593
2015-03-26,8.6005
2015-03-27,8.645
2015-03-30,8.6545
2015-03-31,8.7035
2015-04-01,8.6845
2015-04-07,8.73
2015-04-08,8.6766
2015-04-09,8.662
2015-04-10,8.613
2015-04-13,8.548
2015-04-14,8.482
2015-04-15,8.415
2015-04-16,8.3725
2015-04-17,8.397
2015-04-20,8.442
2015-04-21,8.425
2015-04-22,8.443
2015-04-23,8.516
2015-04-24,8.475
2015-04-27,8.4345
2015-04-28,8.392
2015-04-29,8.385
2015-04-30,8.3845
2015-05-04,8.463
2015-05-05,8.4475
2015-05-06,8.413
2015-05-07,8.3275
2015-05-08,8.3815
2015-05-11,8.4245
2015-05-12,8.3945
2015-05-13,8.357
2015-05-15,8.3745
2015-05-18,8.3815
2015-05-19,8.3545
2015-05-20,8.3975
2015-05-21,8.433
2015-05-22,8.4135
2015-05-26,8.3685
2015-05-27,8.4255
2015-05-28,8.491
2015-05-29,8.536
2015-06-01,8.7065
2015-06-02,8.6755
2015-06-03,8.7145
2015-06-04,8.737
2015-06-05,8.8085
2015-06-08,8.827
2015-06-09,8.778
2015-06-10,8.699
2015-06-11,8.786
2015-06-12,8.695
2015-06-15,8.712
2015-06-16,8.723
2015-06-17,8.7245
2015-06-18,8.831
2015-06-19,8.8255
2015-06-22,8.742
2015-06-23,8.7255
2015-06-24,8.769
2015-06-25,8.7595
2015-06-26,8.773
2015-06-29,8.8065
2015-06-30,8.791
2015-07-01,8.7435
2015-07-02,8.795
2015-07-03,8.85
2015-07-06,8.9095
2015-07-07,8.983
2015-07-08,9.07
2015-07-09,9.0185
2015-07-10,8.9005
2015-07-13,8.9035
2015-07-14,8.9925
2015-07-15,8.9405
2015-07-16,8.858
2015-07-17,8.8805
2015-07-20,8.8955
2015-07-21,8.9165
2015-07-22,8.899
2015-07-23,8.963
2015-07-24,8.9955
2015-07-27,9.042
2015-07-28,9.0215
2015-07-29,8.9975
2015-07-30,8.943
2015-07-31,9.0015
2015-08-03,9.0005
2015-08-04,9.0015
2015-08-05,8.9955
2015-08-06,9.026
2015-08-07,9.041
2015-08-10,9.026
2015-08-11,9.0835
2015-08-12,9.076
2015-08-13,9.0745
2015-08-14,9.1375
2015-08-17,9.1585
2015-08-18,9.1555
2015-08-19,9.168
2015-08-20,9.2325
2015-08-21,9.2745
2015-08-24,9.369
2015-08-25,9.3885
2015-08-26,9.502
2015-08-27,9.4025
2015-08-28,9.34
2015-08-31,9.3585
2015-09-01,9.356
2015-09-02,9.3015
2015-09-03,9.273
2015-09-04,9.2165
2015-09-07,9.2645
2015-09-08,9.2245
2015-09-09,9.2
2015-09-10,9.176
2015-09-11,9.271
2015-09-14,9.257
2015-09-15,9.2565
2015-09-16,9.2385
2015-09-17,9.2165
2015-09-18,9.237
2015-09-21,9.2205
2015-09-22,9.2145
2015-09-23,9.237
2015-09-24,9.463
2015-09-25,9.513
2015-09-28,9.582
2015-09-29,9.522
2015-09-30,9.5245
2015-10-01,9.4565
2015-10-02,9.4125
2015-10-05,9.387
2015-10-06,9.3765
2015-10-07,9.258
2015-10-08,9.2185
2015-10-09,9.1895
2015-10-12,9.158
2015-10-13,9.269
2015-10-14,9.24
2015-10-15,9.217
2015-10-16,9.2005
2015-10-19,9.185
2015-10-20,9.2355
2015-10-21,9.2625
2015-10-22,9.274
2015-10-23,9.2525
2015-10-26,9.226
2015-10-27,9.363
2015-10-28,9.42
2015-10-29,9.367
2015-10-30,9.393
2015-11-02,9.337
2015-11-03,9.341
2015-11-04,9.3275
2015-11-05,9.3065
2015-11-06,9.2715
2015-11-09,9.2875
2015-11-10,9.2765
2015-11-11,9.223
2015-11-12,9.324
2015-11-13,9.332
2015-11-16,9.305
2015-11-17,9.237
2015-11-18,9.2335
2015-11-19,9.2556
2015-11-20,9.2035
2015-11-23,9.1755
2015-11-24,9.209
2015-11-25,9.181
2015-11-26,9.193
2015-11-27,9.1885
2015-11-30,9.1935
2015-12-01,9.2015
2015-12-02,9.1405
2015-12-03,9.174
2015-12-04,9.2495
2015-12-07,9.3265
2015-12-08,9.5675
2015-12-09,9.537
2015-12-10,9.437
2015-12-11,9.5385
2015-12-14,9.5695
2015-12-15,9.4945
2015-12-16,9.5555
2015-12-17,9.511
2015-12-18,9.5
2015-12-21,9.5585
2015-12-22,9.543
2015-12-23,9.527
2015-12-28,9.538
2015-12-29,9.5115
2015-12-30,9.616
2015-12-31,9.619
2016-01-04,9.6475
2016-01-05,9.588
2016-01-06,9.6225
2016-01-07,9.6975
2016-01-08,9.681
2016-01-11,9.677
2016-01-12,9.6388
2016-01-13,9.5588
2016-01-14,9.6071
2016-01-15,9.6085
2016-01-18,9.6878
2016-01-19,9.6209
2016-01-20,9.665
2016-01-21,9.7033
2016-01-22,9.4685
2016-01-25,9.4585
2016-01-26,9.4858
2016-01-27,9.4508
2016-01-28,9.4465
2016-01-29,9.4845
2016-02-01,9.416
2016-02-02,9.5223
2016-02-03,9.5138
2016-02-04,9.5375
2016-02-05,9.5665
2016-02-08,9.5885
2016-02-09,9.6705
2016-02-10,9.6195
2016-02-11,9.7085
2016-02-12,9.6773
2016-02-15,9.6313
2016-02-16,9.6049
2016-02-17,9.5955
2016-02-18,9.5235
2016-02-19,9.5358
2016-02-22,9.493
2016-02-23,9.459
2016-02-24,9.5858
2016-02-25,9.5413
2016-02-26,9.5245
2016-02-29,9.5043
2016-03-01,9.407
2016-03-02,9.422
2016-03-03,9.4245
2016-03-04,9.383
2016-03-07,9.3583
2016-03-08,9.4285
2016-03-09,9.3964
2016-03-10,9.2926
2016-03-11,9.436
2016-03-14,9.414
2016-03-15,9.48
2016-03-16,9.502
2016-03-17,9.4768
2016-03-18,9.4111
2016-03-21,9.4428
2016-03-22,9.447
2016-03-23,9.442
2016-03-29,9.4839
2016-03-30,9.43
2016-03-31,9.4145
2016-04-01,9.4401
2016-04-04,9.4359
2016-04-05,9.4995
2016-04-06,9.476
2016-04-07,9.4546
2016-04-08,9.4183
2016-04-11,9.3809
2016-04-12,9.3515
2016-04-13,9.3113
2016-04-14,9.264
2016-04-15,9.3044
2016-04-18,9.3325
2016-04-19,9.2578
2016-04-20,9.2336
2016-04-21,9.2015
2016-04-22,9.2443
2016-04-25,9.2735
2016-04-26,9.2278
2016-04-27,9.2013
2016-04-28,9.246
2016-04-29,9.215
2016-05-02,9.233
2016-05-03,9.309
2016-05-04,9.341
2016-05-06,9.3513
2016-05-09,9.333
2016-05-10,9.352
2016-05-11,9.3475
2016-05-12,9.232
2016-05-13,9.2678
2016-05-18,9.2785
2016-05-19,9.3593
2016-05-20,9.3355
2016-05-23,9.3658
2016-05-24,9.3355
2016-05-25,9.2945
2016-05-26,9.247
2016-05-27,9.282
2016-05-30,9.3025
2016-05-31,9.32
2016-06-01,9.3083
2016-06-02,9.336
2016-06-03,9.2853
2016-06-06,9.2935
2016-06-07,9.2225
2016-06-08,9.2055
2016-06-09,9.2489
2016-06-10,9.2725
2016-06-13,9.3265
2016-06-14,9.3655
2016-06-15,9.3415
2016-06-16,9.3798
2016-06-17,9.431
2016-06-20,9.3575
2016-06-21,9.3718
2016-06-22,9.3555
2016-06-23,9.2993
2016-06-24,9.42
2016-06-27,9.4045
2016-06-28,9.3785
2016-06-29,9.3065
2016-06-30,9.3008
2016-07-01,9.2975
2016-07-04,9.2538
2016-07-05,9.3197
2016-07-06,9.3517
2016-07-07,9.3782
2016-07-08,9.393
2016-07-11,9.4061
2016-07-12,9.3499
2016-07-13,9.3145
2016-07-14,9.3247
2016-07-15,9.3183
2016-07-18,9.3627
2016-07-19,9.3489
2016-07-20,9.3552
2016-07-21,9.3541
2016-07-22,9.3847
2016-07-25,9.4102
2016-07-26,9.437
2016-07-27,9.4387
2016-07-28,9.4405
2016-07-29,9.5092
2016-08-01,9.4455
2016-08-02,9.4363
2016-08-03,9.4236
2016-08-04,9.4118
2016-08-05,9.4022
2016-08-08,9.4065
2016-08-09,9.357
2016-08-10,9.2571
2016-08-11,9.2293
2016-08-12,9.1635
2016-08-15,9.1752
2016-08-16,9.2101
2016-08-17,9.2812
2016-08-18,9.2389
2016-08-19,9.3048
2016-08-22,9.3281
2016-08-23,9.2875
2016-08-24,9.246
2016-08-25,9.2771
2016-08-26,9.2501
2016-08-29,9.2731
2016-08-30,9.2873
2016-08-31,9.2765
2016-09-01,9.305
2016-09-02,9.317
2016-09-05,9.2458
2016-09-06,9.2113
2016-09-07,9.1943
2016-09-08,9.195
2016-09-09,9.247
2016-09-12,9.2713
2016-09-13,9.2315
2016-09-14,9.2748
2016-09-15,9.2648
2016-09-16,9.2625
2016-09-19,9.2505
2016-09-20,9.2648
2016-09-21,9.2318
2016-09-22,9.1073
2016-09-23,9.1028
2016-09-26,9.1318
2016-09-27,9.1108
2016-09-28,9.0888
2016-09-29,9.0403
2016-09-30,8.9865
2016-10-03,8.9625
2016-10-04,8.9175
2016-10-05,8.9872
2016-10-06,8.9938
2016-10-07,9.001
2016-10-10,9.0448
2016-10-11,9.0395
2016-10-12,9.029
2016-10-13,9.0768
2016-10-14,9.0248
2016-10-17,9.0315
2016-10-18,8.9565
2016-10-19,8.9585
2016-10-20,8.9625
2016-10-21,8.9538
2016-10-24,8.9855
2016-10-25,8.9868
2016-10-26,9.0425
2016-10-27,8.9858
2016-10-28,9.0445
2016-10-31,9.0345
2016-11-01,9.0213
2016-11-02,9.0735
2016-11-03,9.0575
2016-11-04,9.1098
2016-11-07,9.1035
2016-11-08,9.0753
2016-11-09,9.1193
2016-11-10,9.0733
2016-11-11,9.1148
2016-11-14,9.135
2016-11-15,9.0848
2016-11-16,9.072
2016-11-17,9.0878
2016-11-18,9.1038
2016-11-21,9.0843
2016-11-22,9.0563
2016-11-23,9.068
2016-11-24,9.0858
2016-11-25,9.069
2016-11-28,9.0848
2016-11-29,9.0765
2016-11-30,9.019
2016-12-01,8.9628
2016-12-02,8.986
2016-12-05,8.984
2016-12-06,8.9803
2016-12-07,8.9908
2016-12-08,9.0145
2016-12-09,8.9805
2016-12-12,8.9498
2016-12-13,8.9495
2016-12-14,9.0223
2016-12-15,8.9993
2016-12-16,9.0623
2016-12-19,9.0485
2016-12-20,9.0343
2016-12-21,9.026
2016-12-22,9.0975
2016-12-23,9.0928
2016-12-27,9.1078
2016-12-28,9.0777
2016-12-29,9.0758
2016-12-30,9.0863
2017-01-02,9.0543
2017-01-03,9.0013
2017-01-04,8.9905
2017-01-05,9.0215
2017-01-06,8.9868
2017-01-09,9.0193
2017-01-10,9.075
2017-01-11,9.0633
2017-01-12,9.0625
2017-01-13,9.058
2017-01-16,9.0558
2017-01-17,9.036
2017-01-18,9.033
2017-01-19,9.0193
2017-01-20,8.999
2017-01-23,8.994
2017-01-24,8.9578
2017-01-25,8.9453
2017-01-26,8.9215
2017-01-27,8.919
2017-01-30,8.8758
2017-01-31,8.888
2017-02-01,8.883
2017-02-02,8.8575
2017-02-03,8.8568
2017-02-06,8.846
2017-02-07,8.8838
2017-02-08,8.8835
2017-02-09,8.886
2017-02-10,8.9065
2017-02-13,8.9018
2017-02-14,8.879
2017-02-15,8.8523
2017-02-16,8.869
2017-02-17,8.8645
2017-02-20,8.8568
2017-02-21,8.8138
2017-02-22,8.8153
2017-02-23,8.807
2017-02-24,8.8365
2017-02-27,8.8383
2017-02-28,8.8693
2017-03-01,8.8618
2017-03-02,8.883
2017-03-03,8.9303
2017-03-06,8.9673
2017-03-07,8.9443
2017-03-08,8.9513
2017-03-09,9.0458
2017-03-10,9.1405
2017-03-13,9.1298
2017-03-14,9.151
2017-03-15,9.1353
2017-03-16,9.1588
2017-03-17,9.1023
2017-03-20,9.1278
2017-03-21,9.1253
2017-03-22,9.1463
2017-03-23,9.1478
2017-03-24,9.1793
2017-03-27,9.2188
2017-03-28,9.238
2017-03-29,9.1908
2017-03-30,9.1695
2017-03-31,9.1683
2017-04-03,9.1468
2017-04-04,9.179
2017-04-05,9.1665
2017-04-06,9.1688
2017-04-07,9.1583
2017-04-10,9.1443
2017-04-11,9.1245
2017-04-12,9.1035
2017-04-18,9.1093
2017-04-19,9.1528
2017-04-20,9.212
2017-04-21,9.2478
2017-04-24,9.245
2017-04-25,9.3158
2017-04-26,9.3485
2017-04-27,9.3367
2017-04-28,9.3243
2017-05-02,9.378
2017-05-03,9.3878
2017-05-04,9.4803
2017-05-05,9.5023
2017-05-08,9.4465
2017-05-09,9.4138
2017-05-10,9.4435
2017-05-11,9.333
2017-05-12,9.3665
2017-05-15,9.3325
2017-05-16,9.3918
2017-05-18,9.4113
2017-05-19,9.3923
2017-05-22,9.3723
2017-05-23,9.376
2017-05-24,9.3843
2017-05-26,9.4018
2017-05-29,9.4065
2017-05-30,9.4398
2017-05-31,9.4388
2017-06-01,9.4895
2017-06-02,9.4918
2017-06-06,9.5158
2017-06-07,9.5023
2017-06-08,9.5233
2017-06-09,9.5218
2017-06-12,9.4985
2017-06-13,9.454
2017-06-14,9.414
2017-06-15,9.4718
2017-06-16,9.4615
2017-06-19,9.4518
2017-06-20,9.493
2017-06-21,9.5158
2017-06-22,9.4855
2017-06-23,9.4613
2017-06-26,9.4788
2017-06-27,9.52
2017-06-28,9.602
2017-06-29,9.57
2017-06-30,9.5713
2017-07-03,9.5065
2017-07-04,9.485
2017-07-05,9.4965
2017-07-06,9.5298
2017-07-07,9.5613
2017-07-10,9.5165
2017-07-11,9.512
2017-07-12,9.4688
2017-07-13,9.4518
2017-07-14,9.3843
2017-07-17,9.3558
2017-07-18,9.3065
2017-07-19,9.3018
2017-07-20,9.3
2017-07-21,9.3315
2017-07-24,9.3525
2017-07-25,9.3035
2017-07-26,9.2893
2017-07-27,9.2978
2017-07-28,9.3195
2017-07-31,9.305
2017-08-01,9.3343
2017-08-02,9.3505
2017-08-03,9.3768
2017-08-04,9.3618
2017-08-07,9.38
2017-08-08,9.3225
2017-08-09,9.3398
2017-08-10,9.3355
2017-08-11,9.3975
2017-08-14,9.3478
2017-08-15,9.3538
2017-08-16,9.3115
2017-08-17,9.3243
2017-08-18,9.3183
2017-08-21,9.2903
2017-08-22,9.3023
2017-08-23,9.313
2017-08-24,9.2585
2017-08-25,9.2278
2017-08-28,9.262
2017-08-29,9.2915
2017-08-30,9.2845
2017-08-31,9.279
2017-09-01,9.2555
2017-09-04,9.2933
2017-09-05,9.2788
2017-09-06,9.2765
2017-09-07,9.2938
2017-09-08,9.3093
2017-09-11,9.371
2017-09-12,9.3593
2017-09-13,9.3983
2017-09-14,9.395
2017-09-15,9.3348
2017-09-18,9.341
2017-09-19,9.342
2017-09-20,9.344
2017-09-21,9.3025
2017-09-22,9.3193
2017-09-25,9.2725
2017-09-26,9.2843
2017-09-27,9.3355
2017-09-28,9.3575
2017-09-29,9.4125
2017-10-02,9.377
2017-10-03,9.3885
2017-10-04,9.3533
2017-10-05,9.35
2017-10-06,9.372
2017-10-09,9.3788
2017-10-10,9.3745
2017-10-11,9.379
2017-10-12,9.3601
2017-10-13,9.339
2017-10-16,9.3133
